date_week,holiday_signal,competitor_offers,x1,x2,market_growth,y
2022-01-01,5.244233986367762e-45,2.0,4.850376164909557,12.239569388098575,0.7782794100389228,8.23602722717029
2022-01-02,9.276916192525692e-45,2.000009107453613,4.8979795600531935,12.34905082171141,0.7804129224657426,9.470105901666058
2022-01-03,1.638439217006888e-44,2.0000364294826687,4.848861453321416,12.236060050807984,0.7825387924281515,9.800233263220917
2022-01-04,2.889097275001157e-44,2.0000819650918316,4.685502022542642,11.860301485090389,0.7846570835002422,9.743401903395014
2022-01-05,5.086266639207121e-44,2.000145712622247,4.90635333237039,12.368214874422918,0.7867678584289968,10.112234014668783
2022-01-06,8.940076013143309e-44,2.000227669751604,4.860455202939479,12.262591806741273,0.7888711791488934,10.127317817329555
2022-01-07,1.5688753086691345e-43,2.0003278334942203,4.7621224221670495,12.036356296344854,0.7909671067961848,10.024738333653739
2022-01-08,2.7487850079102147e-43,2.000446200201149,4.873929556122714,12.293429847748033,0.7930557017228614,10.181922537181412
2022-01-09,4.808374084217088e-43,2.0005827655603134,4.852274985321685,12.24352873915425,0.7951370235103079,10.177201907349959
2022-01-10,8.397709572637535e-43,2.0007375245966625,4.845230995368631,12.227219230936782,0.7972111309826575,10.17642014940236
2022-01-11,1.464295011388558e-42,2.000910471672353,4.818659969834657,12.165984809255662,0.7992780822198562,10.145098422375543
2022-01-12,2.5491855238784475e-42,2.001101600486955,4.870489044364323,12.28505789050367,0.8013379345704423,10.215523739035053
2022-01-13,4.430772312412824e-42,2.0013109040776818,4.742172337002911,11.989782951058913,0.8033907446640494,10.049877000813776
2022-01-14,7.688870592911396e-42,2.001538374819642,4.799526750903773,12.121538873511524,0.8054365684236386,10.112531048424772
2022-01-15,1.3321428521890183e-41,2.0017840044261193,4.946134555139714,12.641477813597993,0.8074754610774717,10.208752794634023
2022-01-16,2.304327352353747e-41,2.0020477839488717,4.7625514816763435,12.496026796253316,0.8095074771708235,10.277978190258848
2022-01-17,3.9796298511822606e-41,2.002329703778461,4.961728214150371,12.392390997321225,0.8115326705774499,10.231648344287377
2022-01-18,6.861930476761463e-41,2.0026297536446,5.114426461004001,12.179000124963975,0.8135510945108106,10.190969871694039
2022-01-19,1.1812860522245609e-40,2.002947922616527,4.527372592372194,11.325716629422072,0.8155628015350556,9.920169630070228
2022-01-20,2.0303409198415023e-40,2.003284199103406,4.005431256819311,10.527570348290528,0.8175678435757812,9.652903271779588
2022-01-21,3.4840789510226583e-40,2.003638570854747,4.125791684307848,10.714660969830158,0.8195662719305619,9.62604099465483
2022-01-22,5.969145111587999e-40,2.0040110249608527,4.070231584968569,10.587273613549842,0.8215581372792633,9.538910463334338
